company,ticker
Gujarat Apollo Industries Limited,GUJAPOLLO.NS
Gujarat Gas Limited,GUJGASLTD.NS
Gujarat Raffia Industries Limited,GUJRAFFIA.NS
Gulf Oil Lubricants India Limited,GULFOILLUB.NS
GP Petroleums Limited,GULFPETRO.NS
Gulshan Polyols Limited,GULPOLY.NS
GVK Power & Infrastructure Limited,GVKPIL.NS
Hindustan Aeronautics Limited,HAL.NS
Harita Seating Systems Limited,HARITASEAT.NS
"Harrisons� Malayalam
 Limited",HARRMALAYA.NS
Hathway Cable & Datacom Limited,HATHWAY.NS
Hatsun Agro Product Limited,HATSUN.NS
Havells India Limited,HAVELLS.NS
Sri Havisha Hospitality and Infrastructure Limited,HAVISHA.NS
HBL Power Systems Limited,HBLPOWER.NS
HB Stockholdings Limited,HBSL.NS
Hindustan Construction Company Limited,HCC.NS
Healthcare Global Enterprises Limited,HCG.NS
HCL Infosystems Limited,HCL-INSYS.NS
HCL Technologies Limited,HCLTECH.NS
Housing Development Finance Corporation Limited,HDFC.NS
HDFC Asset Management Company Limited,HDFCAMC.NS
HDFC Bank Limited,HDFCBANK.NS
HDFC Life Insurance Company Limited,HDFCLIFE.NS
Housing Development and Infrastructure Limited,HDIL.NS
HEG Limited,HEG.NS
HeidelbergCement India Limited,HEIDELBERG.NS
Hercules Hoists Limited,HERCULES.NS
Heritage Foods Limited,HERITGFOOD.NS
Hero MotoCorp Limited,HEROMOTOCO.NS
Hester Biosciences Limited,HESTERBIO.NS
Hexa Tradex Limited,HEXATRADEX.NS
Hexaware Technologies Limited,HEXAWARE.NS
HFCL Limited,HFCL.NS
H.G. Infra Engineering Limited,HGINFRA.NS
Hinduja Global Solutions Limited,HGS.NS
Hikal Limited,HIKAL.NS
HIL Limited,HIL.NS
Hilton Metal Forging Limited,HILTON.NS
Himatsingka Seide Limited,HIMATSEIDE.NS
Hindalco Industries Limited,HINDALCO.NS
Hindustan Composites Limited,HINDCOMPOS.NS
Hindustan Copper Limited,HINDCOPPER.NS
Hindustan Motors Limited,HINDMOTORS.NS
Hindusthan National Glass & Industries Limited,HINDNATGLS.NS
Hindustan Oil Exploration Company Limited,HINDOILEXP.NS
Hindustan Petroleum Corporation Limited,HINDPETRO.NS
Hind Syntex Limited,HINDSYNTEX.NS
Hindustan Unilever Limited,HINDUNILVR.NS
Hindustan Zinc Limited,HINDZINC.NS
Hind Rectifiers Limited,HIRECT.NS
Hisar Metal Industries Limited,HISARMETAL.NS
Hi-Tech Pipes Limited,HITECH.NS
Hitech Corporation Limited,HITECHCORP.NS
The Hi-Tech Gears Limited,HITECHGEAR.NS
HMT Limited,HMT.NS
Hindustan Media Ventures Limited,HMVL.NS
Hindustan Foods Limited,HNDFDS.NS
Honeywell Automation India Limited,HONAUT.NS
Honda Siel Power Products Limited,HONDAPOWER.NS
Hotel Leela Venture Limited,HOTELEELA.NS
Hotel Rugby Limited,HOTELRUGBY.NS
HOV Services Limited,HOVS.NS
HPL Electric & Power Limited,HPL.NS
Himadri Speciality Chemical Limited,HSCL.NS
HSIL Limited,HSIL.NS
HT Media Limited,HTMEDIA.NS
Hubtown Limited,HUBTOWN.NS
Housing & Urban Development Corporation Limited,HUDCO.NS
Indiabulls Real Estate Limited,IBREALEST.NS
Indiabulls Housing Finance Limited,IBULHSGFIN.NS
Indiabulls Integrated Services Limited,IBULISL.NS
Indiabulls Ventures Limited,IBVENTURES.NS
ICICI Bank Limited,ICICIBANK.NS
ICICI Lombard General Insurance Company Limited,ICICIGI.NS
ICICI Prudential Life Insurance Company Limited,ICICIPRULI.NS
Indo Count Industries Limited,ICIL.NS
ICRA Limited,ICRA.NS
IDBI Bank Limited,IDBI.NS
Vodafone Idea Limited,IDEA.NS
IDFC Limited,IDFC.NS
IDFC First Bank Limited,IDFCFIRSTB.NS
Indian Energy Exchange Limited,IEX.NS
IFB Agro Industries Limited,IFBAGRO.NS
IFB Industries Limited,IFBIND.NS
IFCI Limited,IFCI.NS
IFGL Refractories Limited,IFGLEXPOR.NS
Igarashi Motors India Limited,IGARASHI.NS
Indraprastha Gas Limited,IGL.NS
IG Petrochemicals Limited,IGPL.NS
IIFL Finance Limited,IIFL.NS
IIFL Securities Limited,IIFLSEC.NS
Iifl Wealth Management Limited,IIFLWAM.NS
Industrial Investment Trust Limited,IITL.NS
IL&FS Engineering and Construction Company Limited,IL&FSENGG.NS
IL&FS Transportation Networks Limited,IL&FSTRANS.NS
Indian Metals & Ferro Alloys Limited,IMFA.NS
India Motor Parts and Accessories Limited,IMPAL.NS
Impex Ferro Tech Limited,IMPEXFERRO.NS
Indbank Merchant Banking Services Limited,INDBANK.NS
The Indian Hotels Company Limited,INDHOTEL.NS
The India Cements Limited,INDIACEM.NS
India Glycols Limited,INDIAGLYCO.NS
Indiamart Intermesh Limited,INDIAMART.NS
Indian Bank,INDIANB.NS
Indian Card Clothing Company Limited,INDIANCARD.NS
Indian Hume Pipe Company Limited,INDIANHUME.NS
InterGlobe Aviation Limited,INDIGO.NS
IMP Powers Limited,INDLMETER.NS
India Nippon Electricals Limited,INDNIPPON.NS
Indoco Remedies Limited,INDOCO.NS
Indo Rama Synthetics (India) Limited,INDORAMA.NS
Indosolar Limited,INDOSOLAR.NS
IndoStar Capital Finance Limited,INDOSTAR.NS
Indo Tech Transformers Limited,INDOTECH.NS
Indo Thai Securities Limited,INDOTHAI.NS
Indowind Energy Limited,INDOWIND.NS
Indraprastha Medical Corporation Limited,INDRAMEDCO.NS
Ind-Swift Laboratories Limited,INDSWFTLAB.NS
Ind-Swift Limited,INDSWFTLTD.NS
Indian Terrain Fashions Limited,INDTERRAIN.NS
IndusInd Bank Limited,INDUSINDBK.NS
INEOS Styrolution India Limited,INEOSSTYRO.NS
Infibeam Avenues Limited,INFIBEAM.NS
InfoBeans Technologies Limited,INFOBEAN.NS
Bharti Infratel Limited,INFRATEL.NS
Infosys Limited,INFY.NS
Ingersoll Rand (India) Limited,INGERRAND.NS
INOX Leisure Limited,INOXLEISUR.NS
Inox Wind Limited,INOXWIND.NS
Insecticides (India) Limited,INSECTICID.NS
Inspirisys Solutions Limited,INSPIRISYS.NS
Integra Garments and Textiles Limited,INTEGRA.NS
Intellect Design Arena Limited,INTELLECT.NS
Intense Technologies Limited,INTENTECH.NS
Inventure Growth & Securities Limited,INVENTURE.NS
Indian Overseas Bank,IOB.NS
Indian Oil Corporation Limited,IOC.NS
IOL Chemicals and Pharmaceuticals Limited,IOLCP.NS
International Paper APPM Limited,IPAPPM.NS
IPCA Laboratories Limited,IPCALAB.NS
IRB Infrastructure Developers Limited,IRB.NS
Ircon International Limited,IRCON.NS
Indian Railway Catering And Tourism Corporation Limited,IRCTC.NS
ICICI Securities Limited,ISEC.NS
Intrasoft Technologies Limited,ISFT.NS
ISMT Limited,ISMTLTD.NS
ITC Limited,ITC.NS
India Tourism Development Corporation Limited,ITDC.NS
ITD Cementation India Limited,ITDCEM.NS
ITI Limited,ITI.NS
IL&FS Investment Managers Limited,IVC.NS
IVP Limited,IVP.NS
IVRCL Limited,IVRCLINFRA.NS
IZMO Limited,IZMO.NS
The Jammu & Kashmir Bank Limited,J&KBANK.NS
Jagran Prakashan Limited,JAGRAN.NS
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM.NS
Jai Balaji Industries Limited,JAIBALAJI.NS
Jai Corp Limited,JAICORPLTD.NS
Jaihind Projects Limited,JAIHINDPRO.NS
Jain Studios Limited,JAINSTUDIO.NS
Jamna Auto Industries Limited,JAMNAAUTO.NS
Jash Engineering Limited,JASH.NS
Jayant Agro Organics Limited,JAYAGROGN.NS
Jay Bharat Maruti Limited,JAYBARMARU.NS
Jayaswal Neco Industries Limited,JAYNECOIND.NS
Jayshree Tea & Industries Limited,JAYSREETEA.NS
JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM.NS
JBF Industries Limited,JBFIND.NS
JBM Auto Limited,JBMA.NS
Johnson Controls � Hitachi Air Conditioning India Limited,JCHAC.NS
Jet Airways (India) Limited,JETAIRWAYS.NS
JHS Svendgaard Laboratories Limited,JHS.NS
JIK Industries Limited,JIKIND.NS
Jindal Photo Limited,JINDALPHOT.NS
Jindal Poly Films Limited,JINDALPOLY.NS
Jindal Saw Limited,JINDALSAW.NS
Jindal Steel & Power Limited,JINDALSTEL.NS
Jindal Cotex Limited,JINDCOT.NS
Jindal Drilling And Industries Limited,JINDRILL.NS
Jindal Worldwide Limited,JINDWORLD.NS
Jain Irrigation Systems Limited,JISLDVREQS.NS
Jain Irrigation Systems Limited,JISLJALEQS.NS
JITF Infralogistics Limited,JITFINFRA.NS
Jiya Eco-Products Limited,JIYAECO.NS
JK Cement Limited,JKCEMENT.NS
J.Kumar Infraprojects Limited,JKIL.NS
JK Lakshmi Cement Limited,JKLAKSHMI.NS
JK Paper Limited,JKPAPER.NS
JK Tyre & Industries Limited,JKTYRE.NS
Jullundur Motor Agency (Delhi) Limited,JMA.NS
"JMC Projects (India)�
 Limited",JMCPROJECT.NS
JM Financial Limited,JMFINANCIL.NS
JMT Auto Limited,JMTAUTOLTD.NS
Jocil Limited,JOCIL.NS
Jaiprakash Associates Limited,JPASSOCIAT.NS
Jaypee Infratech Limited,JPINFRATEC.NS
Jindal Poly Investment and Finance Company Limited,JPOLYINVST.NS
Jaiprakash Power Ventures Limited,JPPOWER.NS
Jindal Stainless Limited,JSL.NS
Jindal Stainless (Hisar) Limited,JSLHISAR.NS
JSW Energy Limited,JSWENERGY.NS
JSW Holdings Limited,JSWHL.NS
JSW Steel Limited,JSWSTEEL.NS
Jtekt India Limited,JTEKTINDIA.NS
Jubilant Life Sciences Limited,JUBILANT.NS
Jubilant Foodworks Limited,JUBLFOOD.NS
Jubilant Industries Limited,JUBLINDS.NS
Jump Networks Limited,JUMPNET.NS
Just Dial Limited,JUSTDIAL.NS
JVL Agro Industries Limited,JVLAGRO.NS
Jyothy Labs Limited,JYOTHYLAB.NS
Kabra Extrusion Technik Limited,KABRAEXTRU.NS
Kajaria Ceramics Limited,KAJARIACER.NS
Kakatiya Cement Sugar & Industries Limited,KAKATCEM.NS
Kalpataru Power Transmission Limited,KALPATPOWR.NS
Kalyani Commercials Limited,KALYANI.NS
Kalyani Forge Limited,KALYANIFRG.NS
Kamat Hotels (I) Limited,KAMATHOTEL.NS
Kamdhenu Limited,KAMDHENU.NS
Kanani Industries Limited,KANANIIND.NS
Kanoria Chemicals & Industries Limited,KANORICHEM.NS
Kansai Nerolac Paints Limited,KANSAINER.NS
Karda Constructions Limited,KARDA.NS
Karma Energy Limited,KARMAENG.NS
Karur Vysya Bank Limited,KARURVYSYA.NS
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA.NS
Kavveri Telecom Products Limited,KAVVERITEL.NS
Kaya Limited,KAYA.NS
KCP Limited,KCP.NS
KCP Sugar and Industries Corporation Limited,KCPSUGIND.NS
KDDL Limited,KDDL.NS
KEC International Limited,KEC.NS
Kirloskar Electric Company Limited,KECL.NS
KEI Industries Limited,KEI.NS
Kellton Tech Solutions Limited,KELLTONTEC.NS
Kennametal India Limited,KENNAMET.NS
Kernex Microsystems (India) Limited,KERNEX.NS
Kesar Enterprises Limited,KESARENT.NS
Kesoram Industries Limited,KESORAMIND.NS
Keynote Financial Services Limited,KEYFINSERV.NS
Karuturi Global Limited,KGL.NS
Khadim India Limited,KHADIM.NS
Khaitan (India) Limited,KHAITANLTD.NS
Khandwala Securities Limited,KHANDSE.NS
Kalyani Investment Company Limited,KICL.NS
Kilitch Drugs (India) Limited,KILITCH.NS
Kingfa Science & Technology (India) Limited,KINGFA.NS
KIOCL Limited,KIOCL.NS
Kiri Industries Limited,KIRIINDUS.NS
Kirloskar Brothers Limited,KIRLOSBROS.NS
Kirloskar Oil Engines Limited,KIRLOSENG.NS
Kirloskar Industries Limited,KIRLOSIND.NS
Kitex Garments Limited,KITEX.NS
Kewal Kiran Clothing Limited,KKCL.NS
K.M.Sugar Mills Limited,KMSUGAR.NS
KNR Constructions Limited,KNRCON.NS
Kohinoor Foods Limited,KOHINOOR.NS
Kokuyo Camlin Limited,KOKUYOCMLN.NS
Kolte � Patil Developers Limited,KOLTEPATIL.NS
Kopran Limited,KOPRAN.NS
Kotak Mahindra Bank Limited,KOTAKBANK.NS
Kothari Sugars And Chemicals Limited,KOTARISUG.NS
Kothari Petrochemicals Limited,KOTHARIPET.NS
Kothari Products Limited,KOTHARIPRO.NS
KPIT Technologies Limited,KPITTECH.NS
K.P.R. Mill Limited,KPRMILL.NS
KRBL Limited,KRBL.NS
Krebs Biochemicals and Industries Limited,KREBSBIO.NS
Kridhan Infra Limited,KRIDHANINF.NS
Krishana Phoschem Limited,KRISHANA.NS
Ksb Limited,KSB.NS
Kaveri Seed Company Limited,KSCL.NS
KSS Limited,KSERASERA.NS
KSK Energy Ventures Limited,KSK.NS
Kalyani Steels Limited,KSL.NS
Kesar Terminals & Infrastructure Limited,KTIL.NS
The Karnataka Bank Limited,KTKBANK.NS
Kuantum Papers Limited,KUANTUM.NS
kwality limited,KWALITY.NS
L&T Finance Holdings Limited,L&TFH.NS
Lakshmi Precision Screws Limited,LAKPRE.NS
Lakshmi Vilas Bank Limited,LAKSHVILAS.NS
Dr. Lal Path Labs Ltd.,LALPATHLAB.NS
Lambodhara Textiles Limited,LAMBODHARA.NS
La Opala RG Limited,LAOPALA.NS
Lasa Supergenerics Limited,LASA.NS
Laurus Labs Limited,LAURUSLABS.NS
Lakshmi Machine Works Limited,LAXMIMACH.NS
Lemon Tree Hotels Limited,LEMONTREE.NS
Lakshmi Finance & Industrial Corporation Limited,LFIC.NS
LG Balakrishnan & Bros Limited,LGBBROSLTD.NS
LGB Forge Limited,LGBFORGE.NS
Libas Designs Limited,LIBAS.NS
Libas Designs Limited,LIBAS.NS
Liberty Shoes Limited,LIBERTSHOE.NS
LIC Housing Finance Limited,LICHSGFIN.NS
Lincoln Pharmaceuticals Limited,LINCOLN.NS
Linc Pen & Plastics Limited,LINCPEN.NS
Linde India Limited,LINDEINDIA.NS
Lokesh Machines Limited,LOKESHMACH.NS
Lotus Eye Hospital and Institute Limited,LOTUSEYE.NS
Lovable Lingerie Limited,LOVABLE.NS
Landmark Property Development Company Limited,LPDC.NS
Lloyds Steels Industries Limited,LSIL.NS
Larsen & Toubro Limited,LT.NS
Larsen & Toubro Infotech Limited,LTI.NS
L&T Technology Services Limited,LTTS.NS
Lumax Industries Limited,LUMAXIND.NS
Lumax Auto Technologies Limited,LUMAXTECH.NS
Lupin Limited,LUPIN.NS
Lux Industries Limited,LUXIND.NS
Lyka Labs Limited,LYKALABS.NS
Lypsa Gems & Jewellery Limited,LYPSAGEMS.NS
Mahindra & Mahindra Limited,M&M.NS
Mahindra & Mahindra Financial Services Limited,M&MFIN.NS
Maan Aluminium Limited,MAANALU.NS
Madhav Marbles and Granites Limited,MADHAV.NS
Madhucon Projects Limited,MADHUCON.NS
Madras Fertilizers Limited,MADRASFERT.NS
Magadh Sugar & Energy Limited,MAGADSUGAR.NS
Magma Fincorp Limited,MAGMA.NS
Magnum Ventures Limited,MAGNUM.NS
Bank of Maharashtra,MAHABANK.NS
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD.NS
Mahamaya Steel Industries Limited,MAHASTEEL.NS
Maheshwari Logistics Limited,MAHESHWARI.NS
Mahindra CIE Automotive Limited,MAHINDCIE.NS
Mahindra Lifespace Developers Limited,MAHLIFE.NS
Mahindra Logistics Limited,MAHLOG.NS
Maharashtra Scooters Limited,MAHSCOOTER.NS
Maharashtra Seamless Limited,MAHSEAMLES.NS
Maithan Alloys Limited,MAITHANALL.NS
Majesco Limited,MAJESCO.NS
Malu Paper Mills Limited,MALUPAPER.NS
Manaksia Aluminium Company Limited,MANAKALUCO.NS
Manaksia Coated Metals & Industries Limited,MANAKCOAT.NS
Manaksia Limited,MANAKSIA.NS
Manaksia Steels Limited,MANAKSTEEL.NS
Manali Petrochemicals Limited,MANALIPETC.NS
Manappuram Finance Limited,MANAPPURAM.NS
Mangalam Drugs And Organics Limited,MANGALAM.NS
Mangalore Chemicals & Fertilizers Limited,MANGCHEFER.NS
Mangalam Cement Limited,MANGLMCEM.NS
Mangalam Timber Products Limited,MANGTIMBER.NS
Man Industries (India) Limited,MANINDS.NS
Man Infraconstruction Limited,MANINFRA.NS
Manpasand Beverages Limited,MANPASAND.NS
Manugraph India Limited,MANUGRAPH.NS
Maral Overseas Limited,MARALOVER.NS
Marathon Nextgen Realty Limited,MARATHON.NS
Marico Limited,MARICO.NS
Marksans Pharma Limited,MARKSANS.NS
Maruti Suzuki India Limited,MARUTI.NS
MAS Financial Services Limited,MASFIN.NS
Mask Investments Limited,MASKINVEST.NS
Mastek Limited,MASTEK.NS
Matrimony.Com Limited,MATRIMONY.NS
Mawana Sugars Limited,MAWANASUG.NS
Max India Limited,MAXINDIA.NS
Max Ventures and Industries Limited,MAXVIL.NS
Mayur Uniquoters Ltd,MAYURUNIQ.NS
Mazda Limited,MAZDA.NS
Madhya Bharat Agro Products Limited,MBAPL.NS
Mcnally Bharat Engineering Company Limited,MBECL.NS
MBL Infrastructures Limited,MBLINFRA.NS
McDowell Holdings Limited,MCDHOLDING.NS
United Spirits Limited,MCDOWELL-N.NS
Mcleod Russel India Limited,MCLEODRUSS.NS
Multi Commodity Exchange of India Limited,MCX.NS
Megasoft Limited,MEGASOFT.NS
Meghmani Organics Limited,MEGH.NS
Melstar Information Technologies Limited,MELSTAR.NS
Menon Bearings Limited,MENONBE.NS
MEP Infrastructure Developers Limited,MEP.NS
Mercator Limited,MERCATOR.NS
Metalyst Forgings Limited,METALFORGE.NS
Metkore Alloys & Industries Limited,METKORE.NS
Metropolis Healthcare Limited,METROPOLIS.NS
Max Financial Services Limited,MFSL.NS
Mahanagar Gas Limited,MGL.NS
Mahindra Holidays & Resorts India Limited,MHRIL.NS
MIC Electronics Limited,MIC.NS
Mishra Dhatu Nigam Limited,MIDHANI.NS
Minda Corporation Limited,MINDACORP.NS
Minda Industries Limited,MINDAIND.NS
Mindteck (India) Limited,MINDTECK.NS
MindTree Limited,MINDTREE.NS
MIRC Electronics Limited,MIRCELECTR.NS
Mirza International Limited,MIRZAINT.NS
MM Forgings Limited,MMFL.NS
MMTC Limited,MMTC.NS
Modi Rubber Limited,MODIRUBBER.NS
Mohit Industries Limited,MOHITIND.NS
Mohota Industries Limited,MOHOTAIND.NS
MOIL Limited,MOIL.NS
Mold-Tek Technologies Limited,MOLDTECH.NS
Mold-Tek Packaging Limited,MOLDTKPAC.NS
Monte Carlo Fashions Limited,MONTECARLO.NS
Morarjee Textiles Limited,MORARJEE.NS
Morepen Laboratories Limited,MOREPENLAB.NS
Motherson Sumi Systems Limited,MOTHERSUMI.NS
Motilal Oswal Financial Services Limited,MOTILALOFS.NS
The Motor & General Finance Limited,MOTOGENFIN.NS
MphasiS Limited,MPHASIS.NS
MPS Limited,MPSLTD.NS
MRF Limited,MRF.NS
MRO-TEK Realty Limited,MRO-TEK.NS
Mangalore Refinery and Petrochemicals Limited,MRPL.NS
MSP Steel & Power Limited,MSPL.NS
Mstc Limited,MSTCLTD.NS
MT Educare Limited,MTEDUCARE.NS
Mahanagar Telephone Nigam Limited,MTNL.NS
Mukand Engineers Limited,MUKANDENGG.NS
Mukand Limited,MUKANDLTD.NS
Mukta Arts Limited,MUKTAARTS.NS
Munjal Auto Industries Limited,MUNJALAU.NS
Munjal Showa Limited,MUNJALSHOW.NS
Murudeshwar Ceramics Limited,MURUDCERA.NS
Muthoot Capital Services Limited,MUTHOOTCAP.NS
Muthoot Finance Limited,MUTHOOTFIN.NS
MVL Limited,MVL.NS
NACL Industries Limited,NACLIND.NS
Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT.NS
Nagarjuna Oil Refinery Limited,NAGAROIL.NS
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP.NS
Nagreeka Exports Limited,NAGREEKEXP.NS
Nahar Capital and Financial Services Limited,NAHARCAP.NS
Nahar Industrial Enterprises Limited,NAHARINDUS.NS
Nahar Poly Films Limited,NAHARPOLY.NS
Nahar Spinning Mills Limited,NAHARSPING.NS
Natco Pharma Limited,NATCOPHARM.NS
Nath Bio-Genes (India) Limited,NATHBIOGEN.NS
National Aluminium Company Limited,NATIONALUM.NS
National Steel And Agro Industries Limited,NATNLSTEEL.NS
Info Edge (India) Limited,NAUKRI.NS
Navin Fluorine International Limited,NAVINFLUOR.NS
Navkar Corporation Limited,NAVKARCORP.NS
Navneet Education Limited,NAVNETEDUL.NS
NBCC (India) Limited,NBCC.NS
N. B. I. Industrial Finance Company Limited,NBIFIN.NS
Nava Bharat Ventures Limited,NBVENTURES.NS
NCC Limited,NCC.NS
NCL Industries Limited,NCLIND.NS
Naga Dhunseri Group Limited,NDGL.NS
Nandan Denim Limited,NDL.NS
New Delhi Television Limited,NDTV.NS
North Eastern Carrying Corporation Limited,NECCLTD.NS
Nectar Lifesciences Limited,NECLIFE.NS
Nelcast Limited,NELCAST.NS
NELCO Limited,NELCO.NS
Neogen Chemicals Limited,NEOGEN.NS
Nesco Limited,NESCO.NS
Nestle India Limited,NESTLEIND.NS
Network18 Media & Investments Limited,NETWORK18.NS
Neuland Laboratories Limited,NEULANDLAB.NS
Newgen Software Technologies Limited,NEWGEN.NS
Next Mediaworks Limited,NEXTMEDIA.NS
National Fertilizers Limited,NFL.NS
Narayana Hrudayalaya Ltd.,NH.NS
NHPC Limited,NHPC.NS
The New India Assurance Company Limited,NIACL.NS
NRB Industrial Bearings Limited,NIBL.NS
NIIT Limited,NIITLTD.NS
NIIT Technologies Limited,NIITTECH.NS
Nila Infrastructures Limited,NILAINFRA.NS
Nila Spaces Limited,NILASPACES.NS
Nilkamal Limited,NILKAMAL.NS
Indo-National Limited,NIPPOBATRY.NS
Niraj Ispat Industries Limited,NIRAJISPAT.NS
Nitco Limited,NITCO.NS
Nitin Fire Protection Industries Limited,NITINFIRE.NS
Nitin Spinners Limited,NITINSPIN.NS
NK Industries Limited,NKIND.NS
NLC India Limited,NLCINDIA.NS
NMDC Limited,NMDC.NS
NOCIL Limited,NOCIL.NS
Noida Toll Bridge Company Limited,NOIDATOLL.NS
Norben Tea & Exports Limited,NORBTEAEXP.NS
N R Agarwal Industries Limited,NRAIL.NS
NRB Bearing Limited,NRBBEARING.NS
Nalwa Sons Investments Limited,NSIL.NS
Neueon Towers Limited,NTL.NS
NTPC Limited,NTPC.NS
Nucleus Software Exports Limited,NUCLEUS.NS
NXTDIGITAL LIMITED,NXTDIGITAL.NS
Oriental Aromatics Limited,OAL.NS
Oberoi Realty Limited,OBEROIRLTY.NS
Oriental Carbon & Chemicals Limited,OCCL.NS
Oracle Financial Services Software Limited,OFSS.NS
Oil India Limited,OIL.NS
Oil Country Tubular Limited,OILCOUNTUB.NS
OCL Iron and Steel Limited,OISL.NS
Olectra Greentech Limited,OLECTRA.NS
Omax Autos Limited,OMAXAUTO.NS
Omaxe Limited,OMAXE.NS
Omkar Speciality Chemicals Limited,OMKARCHEM.NS
OM Metals Infraprojects Limited,OMMETALS.NS
Onelife Capital Advisors Limited,ONELIFECAP.NS
One Point One Solutions Limited,ONEPOINT.NS
Oil & Natural Gas Corporation Limited,ONGC.NS
OnMobile Global Limited,ONMOBILE.NS
Onward Technologies Limited,ONWARDTEC.NS
Optiemus Infracom Limited,OPTIEMUS.NS
Opto Circuits (India) Limited,OPTOCIRCUI.NS
Orbit Exports Limited,ORBTEXP.NS
Oricon Enterprises Limited,ORICONENT.NS
Orient Abrasives Limited,ORIENTABRA.NS
Oriental Trimex Limited,ORIENTALTL.NS
Oriental Bank of Commerce,ORIENTBANK.NS
Orient Bell Limited,ORIENTBELL.NS
Orient Cement Limited,ORIENTCEM.NS
Orient Electric Limited,ORIENTELEC.NS
Oriental Hotels Limited,ORIENTHOT.NS
Orient Press Limited,ORIENTLTD.NS
Orient Paper & Industries Limited,ORIENTPPR.NS
Orient Refractories Limited,ORIENTREF.NS
The Orissa Minerals Development Company Limited,ORISSAMINE.NS
Ortel Communications Limited,ORTEL.NS
Ortin Laboratories Limited,ORTINLABSS.NS
Oswal Agro Mills Limited,OSWALAGRO.NS
PAE Limited,PAEL.NS
Page Industries Limited,PAGEIND.NS
Paisalo Digital Limited,PAISALO.NS
Palash Securities Limited,PALASHSECU.NS
Palred Technologies Limited,PALREDTEC.NS
Panacea Biotec Limited,PANACEABIO.NS
Panama Petrochem Limited,PANAMAPET.NS
Huhtamaki PPL Limited,PAPERPROD.NS
Parabolic Drugs Limited,PARABDRUGS.NS
Paramount Communications Limited,PARACABLES.NS
Parag Milk Foods Limited,PARAGMILK.NS
Parsvnath Developers Limited,PARSVNATH.NS
Patel Engineering Limited,PATELENG.NS
Patel Integrated Logistics Limited,PATINTLOG.NS
Patspin India Limited,PATSPINLTD.NS
PC Jeweller Limited,PCJEWELLER.NS
Pudumjee Paper Products Limited,PDMJEPAPER.NS
Parenteral Drugs (India) Limited,PDPL.NS
PDS Multinational Fashions Limited,PDSMFL.NS
Pearl Polymers Limited,PEARLPOLY.NS
Piramal Enterprises Limited,PEL.NS
