company,ticker
Pennar Industries Limited,PENIND.NS
Peninsula Land Limited,PENINLAND.NS
Persistent Systems Limited,PERSISTENT.NS
Petron Engineering Construction Limited,PETRONENGG.NS
Petronet LNG Limited,PETRONET.NS
Power Finance Corporation Limited,PFC.NS
Pfizer Limited,PFIZER.NS
Prime Focus Limited,PFOCUS.NS
PTC India Financial Services Limited,PFS.NS
PG Electroplast Limited,PGEL.NS
Procter & Gamble Hygiene and Health Care Limited,PGHH.NS
Procter & Gamble Health Limited,PGHL.NS
Pearl Global Industries Limited,PGIL.NS
Phillips Carbon Black Limited,PHILIPCARB.NS
The Phoenix Mills Limited,PHOENIXLTD.NS
Pidilite Industries Limited,PIDILITIND.NS
PI Industries Limited,PIIND.NS
Pilani Investment and Industries Corporation Limited,PILANIINVS.NS
PIL ITALICA LIFESTYLE LIMITED,PILITA.NS
Pioneer Distilleries Limited,PIONDIST.NS
Pioneer Embroideries Limited,PIONEEREMB.NS
Piramal Phytocare Limited,PIRPHYTO.NS
Pitti Engineering Limited,PITTIENG.NS
The Peria Karamalai Tea & Produce Company Limited,PKTEA.NS
Plastiblends India Limited,PLASTIBLEN.NS
Punjab National Bank,PNB.NS
PNB Gilts Limited,PNBGILTS.NS
PNB Housing Finance Limited,PNBHOUSING.NS
Pritish Nandy Communications Limited,PNC.NS
PNC Infratech Limited,PNCINFRA.NS
Poddar Housing and Development Limited,PODDARHOUS.NS
Poddar Pigments Limited,PODDARMENT.NS
Pokarna Limited,POKARNA.NS
Polycab India Limited,POLYCAB.NS
Poly Medicure Limited,POLYMED.NS
Polyplex Corporation Limited,POLYPLEX.NS
Ponni Sugars (Erode) Limited,PONNIERODE.NS
Power Grid Corporation of India Limited,POWERGRID.NS
Power Mech Projects Limited,POWERMECH.NS
PPAP Automotive Limited,PPAP.NS
Prakash Pipes Limited,PPL.NS
Prabhat Dairy Limited,PRABHAT.NS
Pradip Overseas Limited,PRADIP.NS
Prajay Engineers Syndicate Limited,PRAENG.NS
Praj Industries Limited,PRAJIND.NS
Prakash Industries Limited,PRAKASH.NS
Prakash Steelage Limited,PRAKASHSTL.NS
Praxis Home Retail Limited,PRAXIS.NS
Precision Camshafts Limited,PRECAM.NS
Precot Meridian Limited,PRECOT.NS
Precision Wires India Limited,PRECWIRE.NS
Premier Explosives Limited,PREMEXPLN.NS
Premier Limited,PREMIER.NS
Premier Polyfilm Limited,PREMIERPOL.NS
Pressman Advertising Limited,PRESSMN.NS
Prestige Estates Projects Limited,PRESTIGE.NS
Pricol Limited,PRICOLLTD.NS
Prime Securities Limited,PRIMESECU.NS
Proseed India Limited,PROSEED.NS
Provogue (India) Limited,PROVOGE.NS
Prozone Intu Properties Limited,PROZONINTU.NS
Prism Johnson Limited,PRSMJOHNSN.NS
Punjab & Sind Bank,PSB.NS
PSL Limited,PSL.NS
PSP Projects Limited,PSPPROJECT.NS
PTC India Limited,PTC.NS
PTL Enterprises Limited,PTL.NS
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM.NS
Punj Lloyd Limited,PUNJLLOYD.NS
Puravankara Limited,PURVA.NS
PVR Limited,PVR.NS
Quess Corp Limited,QUESS.NS
Quick Heal Technologies Limited,QUICKHEAL.NS
Radaan Mediaworks India Limited,RADAAN.NS
Radico Khaitan Limited,RADICO.NS
Music Broadcast Limited,RADIOCITY.NS
Rain Industries Limited,RAIN.NS
Rajesh Exports Limited,RAJESHEXPO.NS
Raj Rayon Industries Limited,RAJRAYON.NS
Rajshree Sugars & Chemicals Limited,RAJSREESUG.NS
Raj Television Network Limited,RAJTV.NS
Rajvir Industries Limited,RAJVIR.NS
Rallis India Limited,RALLIS.NS
Shree Rama Newsprint Limited,RAMANEWS.NS
Rama Steel Tubes Limited,RAMASTEEL.NS
The Ramco Cements Limited,RAMCOCEM.NS
Ramco Industries Limited,RAMCOIND.NS
Ramco Systems Limited,RAMCOSYS.NS
Ramky Infrastructure Limited,RAMKY.NS
Ramsarup Industries Limited,RAMSARUP.NS
Rana Sugars Limited,RANASUG.NS
Rane Engine Valve Limited,RANEENGINE.NS
Rane Holdings Limited,RANEHOLDIN.NS
Ratnamani Metals & Tubes Limited,RATNAMANI.NS
Raymond Limited,RAYMOND.NS
Rane Brake Lining Limited,RBL.NS
RBL Bank Limited,RBLBANK.NS
Rashtriya Chemicals and Fertilizers Limited,RCF.NS
Reliance Communications Limited,RCOM.NS
REC Limited,RECLTD.NS
Redington (India) Limited,REDINGTON.NS
Refex Industries Limited,REFEX.NS
Regency Ceramics Limited,REGENCERAM.NS
Relaxo Footwears Limited,RELAXO.NS
Reliance Capital Limited,RELCAPITAL.NS
Reliance Industries Limited,RELIANCE.NS
Religare Enterprises Limited,RELIGARE.NS
Reliance Infrastructure Limited,RELINFRA.NS
Remsons Industries Limited,REMSONSIND.NS
Shree Renuka Sugars Limited,RENUKA.NS
Repco Home Finance Limited,REPCOHOME.NS
Repro India Limited,REPRO.NS
Responsive Industries Limited,RESPONIND.NS
Revathi Equipment Limited,REVATHI.NS
Renaissance Global Limited,RGL.NS
Reliance Home Finance Limited,RHFL.NS
Rico Auto Industries Limited,RICOAUTO.NS
Reliance Industrial Infrastructure Limited,RIIL.NS
RITES Limited,RITES.NS
Ravi Kumar Distilleries Limited,RKDL.NS
Ramkrishna Forgings Limited,RKFORGE.NS
Radha Madhav Corporation Limited,RMCL.NS
Rane (Madras) Limited,RML.NS
Reliance Nippon Life Asset Management Limited,RNAM.NS
Reliance Naval and Engineering Limited,RNAVAL.NS
Rohit Ferro-Tech Limited,ROHITFERRO.NS
Royal Orchid Hotels Limited,ROHLTD.NS
Rollatainers Limited,ROLLT.NS
Rolta India Limited,ROLTA.NS
Rossell India Limited,ROSSELLIND.NS
RPG Life Sciences Limited,RPGLIFE.NS
Reliance Power Limited,RPOWER.NS
R.P.P. Infra Projects Limited,RPPINFRA.NS
R. S. Software (India) Limited,RSSOFTWARE.NS
RSWM Limited,RSWM.NS
R Systems International Limited,RSYSTEMS.NS
RattanIndia Infrastructure Limited,RTNINFRA.NS
RattanIndia Power Limited,RTNPOWER.NS
The Ruby Mills Limited,RUBYMILLS.NS
Ruchi Infrastructure Limited,RUCHINFRA.NS
Ruchira Papers Limited,RUCHIRA.NS
Ruchi Soya Industries Limited,RUCHISOYA.NS
Rupa & Company Limited,RUPA.NS
Rushil Decor Limited,RUSHIL.NS
Rail Vikas Nigam Limited,RVNL.NS
Sab Events & Governance Now Media Limited,SABEVENTS.NS
Sri Adhikari Brothers Television Network Limited,SABTN.NS
Sadbhav Engineering Limited,SADBHAV.NS
Sadbhav Infrastructure Project Limited,SADBHIN.NS
Safari Industries (India) Limited,SAFARI.NS
Sagardeep Alloys Limited,SAGARDEEP.NS
Sagar Cements Limited,SAGCEM.NS
Steel Authority of India Limited,SAIL.NS
Sakar Healthcare Limited,SAKAR.NS
Sakthi Sugars Limited,SAKHTISUG.NS
Saksoft Limited,SAKSOFT.NS
Sakuma Exports Limited,SAKUMA.NS
Salasar Techno Engineering Limited,SALASAR.NS
Salona Cotspin Limited,SALONA.NS
S.A.L. Steel Limited,SALSTEEL.NS
Salzer Electronics Limited,SALZERELEC.NS
Sambhaav Media Limited,SAMBHAAV.NS
Sanco Industries Limited,SANCO.NS
The Sandesh Limited,SANDESH.NS
Sandhar Technologies Limited,SANDHAR.NS
Sangam (India) Limited,SANGAMIND.NS
Sanghi Industries Limited,SANGHIIND.NS
Sanghvi Forging and Engineering Limited,SANGHVIFOR.NS
Sanghvi Movers Limited,SANGHVIMOV.NS
Sanginita Chemicals Limited,SANGINITA.NS
Sanofi India Limited,SANOFI.NS
Sanwaria Consumer Limited,SANWARIA.NS
Sarda Energy & Minerals Limited,SARDAEN.NS
Saregama India Limited,SAREGAMA.NS
Sarla Performance Fibers Limited,SARLAPOLY.NS
Sasken Technologies Limited,SASKEN.NS
Sastasundar Ventures Limited,SASTASUNDR.NS
Sathavahana Ispat Limited,SATHAISPAT.NS
Satia Industries Limited,SATIA.NS
Satin Creditcare Network Limited,SATIN.NS
SBI Life Insurance Company Limited,SBILIFE.NS
State Bank of India,SBIN.NS
Stampede Capital Limited,SCAPDVR.NS
Schaeffler India Limited,SCHAEFFLER.NS
S Chand And Company Limited,SCHAND.NS
Schneider Electric Infrastructure Limited,SCHNEIDER.NS
Shipping Corporation Of India Limited,SCI.NS
Som Distilleries & Breweries Limited,SDBL.NS
Seamec Limited,SEAMECLTD.NS
Selan Exploration Technology Limited,SELAN.NS
SEL Manufacturing Company Limited,SELMCL.NS
S.E. Power Limited,SEPOWER.NS
Sequent Scientific Limited,SEQUENT.NS
Seshasayee Paper and Boards Limited,SESHAPAPER.NS
Setco Automotive Limited,SETCO.NS
Setubandhan Infrastructure Limited,SETUINFRA.NS
Seya Industries Limited,SEYAIND.NS
Sezal Glass Limited,SEZAL.NS
Sheela Foam Limited,SFL.NS
STL Global Limited,SGL.NS
Shah Alloys Limited,SHAHALLOYS.NS
Shakti Pumps (India) Limited,SHAKTIPUMP.NS
Shalby Limited,SHALBY.NS
Shalimar Paints Limited,SHALPAINTS.NS
Shankara Building Products Limited,SHANKARA.NS
Shanthi Gears Limited,SHANTIGEAR.NS
Sharda Cropchem Limited,SHARDACROP.NS
Sharda Motor Industries Limited,SHARDAMOTR.NS
Shemaroo Entertainment Limited,SHEMAROO.NS
Shilpa Medicare Limited,SHILPAMED.NS
Shirpur Gold Refinery Limited,SHIRPUR-G.NS
Shivam Autotech Limited,SHIVAMAUTO.NS
Shiva Mills Limited,SHIVAMILLS.NS
Shiva Texyarn Limited,SHIVATEX.NS
S H Kelkar and Company Limited,SHK.NS
Shoppers Stop Limited,SHOPERSTOP.NS
Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS
SHREE CEMENT LIMITED,SHREECEM.NS
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS
Shree Rama Multi-Tech Limited,SHREERAMA.NS
Shrenik Limited,SHRENIK.NS
Shreyans Industries Limited,SHREYANIND.NS
Shreyas Shipping & Logistics Limited,SHREYAS.NS
Shriram Pistons & Rings Limited,SHRIPISTON.NS
Shriram City Union Finance Limited,SHRIRAMCIT.NS
Shriram EPC Limited,SHRIRAMEPC.NS
Shyam Century Ferrous Limited,SHYAMCENT.NS
Shyam Telecom Limited,SHYAMTEL.NS
Sicagen India Limited,SICAGEN.NS
Sical Logistics Limited,SICAL.NS
Siemens Limited,SIEMENS.NS
Signet Industries Limited,SIGIND.NS
Standard Industries Limited,SIL.NS
SIL Investments Limited,SILINV.NS
Simbhaoli Sugars Limited,SIMBHALS.NS
Simplex Infrastructures Limited,SIMPLEXINF.NS
Sintex Industries Limited,SINTEX.NS
Sirca Paints India Limited,SIRCA.NS
Security and Intelligence Services (India) Limited,SIS.NS
Siti Networks Limited,SITINET.NS
Siyaram Silk Mills Limited,SIYSIL.NS
SJVN Limited,SJVN.NS
SKF India Limited,SKFINDIA.NS
SKIL Infrastructure Limited,SKIL.NS
Skipper Limited,SKIPPER.NS
SKM Egg Products Export (India) Limited,SKMEGGPROD.NS
Smartlink Holdings Limited,SMARTLINK.NS
SML Isuzu Limited,SMLISUZU.NS
Splendid Metal Products Limited,SMPL.NS
SMS Lifesciences India Limited,SMSLIFE.NS
SMS Pharmaceuticals Limited,SMSPHARMA.NS
Snowman Logistics Limited,SNOWMAN.NS
Sobha Limited,SOBHA.NS
Solara Active Pharma Sciences Limited,SOLARA.NS
Solar Industries India Limited,SOLARINDS.NS
Somany Ceramics Limited,SOMANYCERA.NS
Soma Textiles & Industries Limited,SOMATEX.NS
Somi Conveyor Beltings Limited,SOMICONVEY.NS
Sonata Software Limited,SONATSOFTW.NS
SORIL Infra Resources Limited,SORILINFRA.NS
Savita Oil Technologies Limited,SOTL.NS
The South Indian Bank Limited,SOUTHBANK.NS
South West Pinnacle Exploration Limited,SOUTHWEST.NS
S. P. Apparels Limited,SPAL.NS
Spandana Sphoorty Financial Limited,SPANDANA.NS
Sun Pharma Advanced Research Company Limited,SPARC.NS
Spacenet Enterprises India Limited,SPCENET.NS
Speciality Restaurants Limited,SPECIALITY.NS
Spencer�s Retail Limited,SPENCERS.NS
Spentex Industries Limited,SPENTEX.NS
Southern Petrochemicals Industries Corporation� Limited,SPIC.NS
SPICEJET LTD,SPICEJET.NS
SPL Industries Limited,SPLIL.NS
SPML Infra Limited,SPMLINFRA.NS
Sintex Plastics Technology Limited,SPTL.NS
Shekhawati Poly-Yarn Limited,SPYL.NS
Sreeleathers Limited,SREEL.NS
SREI Infrastructure Finance Limited,SREINFRA.NS
SRF Limited,SRF.NS
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD.NS
Srikalahasthi Pipes Limited,SRIPIPES.NS
Shriram Transport Finance Company Limited,SRTRANSFIN.NS
Steel Strips Wheels Limited,SSWL.NS
Stampede Capital Limited,STAMPEDE.NS
Strides Pharma Science Limited,STAR.NS
Star Cement Limited,STARCEMENT.NS
Star Paper Mills Limited,STARPAPER.NS
The State Trading Corporation of India Limited,STCINDIA.NS
Steel City Securities Limited,STEELCITY.NS
STEEL EXCHANGE INDIA LIMITED,STEELXIND.NS
Stel Holdings Limited,STEL.NS
Sterling Tools Limited,STERTOOLS.NS
STI India Limited,STINDIA.NS
Sterlite Technologies Limited,STRTECH.NS
International Constructions Limited,SUBCAPCITY.NS
Subex Limited,SUBEX.NS
Subros Limited,SUBROS.NS
Sudarshan Chemical Industries Limited,SUDARSCHEM.NS
Sujana Universal Industries Limited,SUJANAUNI.NS
Sumeet Industries Limited,SUMEETINDS.NS
Sumit Woods Limited,SUMIT.NS
Summit Securities Limited,SUMMITSEC.NS
Sundaram Clayton Limited,SUNCLAYLTD.NS
Sundaram Multi Pap Limited,SUNDARAM.NS
Sundaram Finance Limited,SUNDARMFIN.NS
Sundaram Finance Holdings Limited,SUNDARMHLD.NS
Sundaram Brake Linings Limited,SUNDRMBRAK.NS
Sundram Fasteners Limited,SUNDRMFAST.NS
Sunflag Iron And Steel Company Limited,SUNFLAG.NS
Sun Pharmaceutical Industries Limited,SUNPHARMA.NS
Sunteck Realty Limited,SUNTECK.NS
Sun TV Network Limited,SUNTV.NS
Superhouse Limited,SUPERHOUSE.NS
Super Spinning Mills Limited,SUPERSPIN.NS
Supreme Petrochem Limited,SUPPETRO.NS
Suprajit Engineering Limited,SUPRAJIT.NS
Supreme Industries Limited,SUPREMEIND.NS
Supreme Infrastructure India Limited,SUPREMEINF.NS
Surana Solar Limited,SURANASOL.NS
Surana Telecom and Power Limited,SURANAT&P.NS
Suryalakshmi Cotton Mills Limited,SURYALAXMI.NS
Surya Roshni Limited,SURYAROSNI.NS
Sutlej Textiles and Industries Limited,SUTLEJTEX.NS
Suven Life Sciences Limited,SUVEN.NS
Suzlon Energy Limited,SUZLON.NS
Swan Energy Limited,SWANENERGY.NS
Swaraj Engines Limited,SWARAJENG.NS
Swelect Energy Systems Limited,SWELECTES.NS
Sterling And Wilson Solar Limited,SWSOLAR.NS
Symphony Limited,SYMPHONY.NS
Syncom Healthcare Limited,SYNCOM.NS
Syndicate Bank,SYNDIBANK.NS
Syngene International Limited,SYNGENE.NS
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM.NS
Taj GVK Hotels & Resorts Limited,TAJGVK.NS
Take Solutions Limited,TAKE.NS
Talbros Automotive Components Limited,TALBROAUTO.NS
Talwalkars Better Value Fitness Limited,TALWALKARS.NS
Talwalkars Healthclubs Limited,TALWGYM.NS
Tanla Solutions Limited,TANLA.NS
Tantia Constructions Limited,TANTIACONS.NS
Tarapur Transformers Limited,TARAPUR.NS
Tarmat Limited,TARMAT.NS
Tasty Bite Eatables Limited,TASTYBITE.NS
Tata Chemicals Limited,TATACHEM.NS
Tata Coffee Limited,TATACOFFEE.NS
Tata Communications Limited,TATACOMM.NS
Tata Elxsi Limited,TATAELXSI.NS
Tata Global Beverages Limited,TATAGLOBAL.NS
Tata Investment Corporation Limited,TATAINVEST.NS
Tata Metaliks Limited,TATAMETALI.NS
Tata Motors Limited,TATAMOTORS.NS
Tata Motors Limited,TATAMTRDVR.NS
Tata Power Company Limited,TATAPOWER.NS
Tata Steel Limited,TATASTEEL.NS
Tata Steel Bsl Limited,TATASTLBSL.NS
Tata Steel Long Products Limited,TATASTLLP.NS
Tribhovandas Bhimji Zaveri Limited,TBZ.NS
Transport Corporation of India Limited,TCI.NS
TCI Developers Limited,TCIDEVELOP.NS
TCI Express Limited,TCIEXP.NS
TCI Finance Limited,TCIFINANCE.NS
TCNS Clothing Co. Limited,TCNSBRANDS.NS
TCPL Packaging Limited,TCPLPACK.NS
Tata Consultancy Services Limited,TCS.NS
TD Power Systems Limited,TDPOWERSYS.NS
Teamlease Services Limited,TEAMLEASE.NS
Techindia Nirman Limited,TECHIN.NS
Tech Mahindra Limited,TECHM.NS
Techno Electric & Engineering Company Limited,TECHNOE.NS
Technofab Engineering Limited,TECHNOFAB.NS
Tejas Networks Limited,TEJASNET.NS
Tera Software Limited,TERASOFT.NS
Texmaco Infrastructure & Holdings Limited,TEXINFRA.NS
Texmo Pipes and Products Limited,TEXMOPIPES.NS
Texmaco Rail & Engineering Limited,TEXRAIL.NS
Texmaco Rail & Engineering Limited,TEXRAIL.NS
Tourism Finance Corporation of India Limited,TFCILTD.NS
Transwarranty Finance Limited,TFL.NS
TGB Banquets And Hotels Limited,TGBHOTELS.NS
TGB Banquets And Hotels Limited,TGBHOTELS.NS
Thangamayil Jewellery Limited,THANGAMAYL.NS
The Investment Trust Of India Limited,THEINVEST.NS
Themis Medicare Limited,THEMISMED.NS
Thermax Limited,THERMAX.NS
Thiru Arooran Sugars Limited,THIRUSUGAR.NS
"Thomas Cook�
 (India)� Limited",THOMASCOOK.NS
Thomas Scott (India) Limited,THOMASCOTT.NS
Thyrocare Technologies Limited,THYROCARE.NS
Tilaknagar Industries Limited,TI.NS
Tide Water Oil Company (India) Limited,TIDEWATER.NS
Technocraft Industries (India) Limited,TIIL.NS
Tube Investments of India Limited,TIINDIA.NS
Tijaria Polypipes Limited,TIJARIA.NS
TIL Limited,TIL.NS
Times Guaranty Limited,TIMESGTY.NS
Time Technoplast Limited,TIMETECHNO.NS
Timken India Limited,TIMKEN.NS
The Tinplate Company of India Limited,TINPLATE.NS
TIPS Industries Limited,TIPSINDLTD.NS
Thirumalai Chemicals Limited,TIRUMALCHM.NS
Titan Company Limited,TITAN.NS
The Mandhana Retail Ventures Limited,TMRVL.NS
Tamilnadu PetroProducts Limited,TNPETRO.NS
Tamil Nadu Newsprint & Papers Limited,TNPL.NS
Tamilnadu Telecommunication Limited,TNTELE.NS
Tokyo Plast International Limited,TOKYOPLAST.NS
Torrent Pharmaceuticals Limited,TORNTPHARM.NS
Torrent Power Limited,TORNTPOWER.NS
TPL Plastech Limited,TPLPLASTEH.NS
Tree House Education & Accessories Limited,TREEHOUSE.NS
TREJHARA SOLUTIONS LIMITED,TREJHARA.NS
Trent Limited,TRENT.NS
TRF Limited,TRF.NS
Trident Limited,TRIDENT.NS
Trigyn Technologies Limited,TRIGYN.NS
Transformers And Rectifiers (India) Limited,TRIL.NS
Triveni Turbine Limited,TRITURBINE.NS
Triveni Engineering & Industries Limited,TRIVENI.NS
TTK Healthcare Limited,TTKHLTCARE.NS
TTK Prestige Limited,TTKPRESTIG.NS
T T Limited,TTL.NS
Tata Teleservices (Maharashtra) Limited,TTML.NS
TV18 Broadcast Limited,TV18BRDCST.NS
TVS Electronics Limited,TVSELECT.NS
TVS Motor Company Limited,TVSMOTOR.NS
TVS Srichakra Limited,TVSSRICHAK.NS
TV Today Network Limited,TVTODAY.NS
TV Vision Limited,TVVISION.NS
Titagarh Wagons Limited,TWL.NS
United Breweries Limited,UBL.NS
Ucal Fuel Systems Limited,UCALFUEL.NS
UCO Bank,UCOBANK.NS
UFLEX Limited,UFLEX.NS
UFO Moviez India Limited,UFO.NS
The Ugar Sugar Works Limited,UGARSUGAR.NS
Ujaas Energy Limited,UJAAS.NS
Ujjivan Financial Services Limited,UJJIVAN.NS
UltraTech Cement Limited,ULTRACEMCO.NS
Umang Dairies Limited,UMANGDAIRY.NS
Usha Martin Education & Solutions Limited,UMESLTD.NS
Unichem Laboratories Limited,UNICHEMLAB.NS
Uniphos Enterprises Limited,UNIENTER.NS
Union Bank of India,UNIONBANK.NS
Uniply Industries Limited,UNIPLY.NS
Unitech Limited,UNITECH.NS
United Bank of India,UNITEDBNK.NS
The United Nilgiri Tea Estates Company Limited,UNITEDTEA.NS
Unity Infraprojects Limited,UNITY.NS
Universal Cables Limited,UNIVCABLES.NS
UPL Limited,UPL.NS
Urja Global Limited,URJA.NS
Usha Martin Limited,USHAMART.NS
Uttam Galva Steels Limited,UTTAMSTL.NS
Uttam Sugar Mills Limited,UTTAMSUGAR.NS
Uttam Value Steels Limited,UVSL.NS
V2 Retail Limited,V2RETAIL.NS
Vadilal Industries Limited,VADILALIND.NS
Vaibhav Global Limited,VAIBHAVGBL.NS
Vakrangee Limited,VAKRANGEE.NS
Vardhman Acrylics Limited,VARDHACRLC.NS
Vardhman Polytex Limited,VARDMNPOLY.NS
Varroc Engineering Limited,VARROC.NS
Vascon Engineers Limited,VASCONEQ.NS
Vaswani Industries Limited,VASWANI.NS
Varun Beverages Limited,VBL.NS
Vedanta Limited,VEDL.NS
Venky�s (India) Limited,VENKEYS.NS
Venus Remedies Limited,VENUSREM.NS
Vesuvius India Limited,VESUVIUS.NS
Veto Switchgears And Cables Limited,VETO.NS
V-Guard Industries Limited,VGUARD.NS
Vardhman Holdings Limited,VHL.NS
Viceroy Hotels Limited,VICEROY.NS
Videocon Industries Limited,VIDEOIND.NS
Vidhi Specialty Food Ingredients Limited,VIDHIING.NS
Viji Finance Limited,VIJIFIN.NS
Vikas EcoTech Limited,VIKASECO.NS
Vikas Multicorp Limited,VIKASMCORP.NS
Vikas Proppant & Granite Limited,VIKASPROP.NS
Vikas WSP Limited,VIKASWSP.NS
Vimal Oil & Foods Limited,VIMALOIL.NS
Vimta Labs Limited,VIMTALABS.NS
Vinati Organics Limited,VINATIORGA.NS
Vindhya Telelinks Limited,VINDHYATEL.NS
Vinyl Chemicals (India) Limited,VINYLINDIA.NS
VIP Clothing Limited,VIPCLOTHNG.NS
VIP Industries Limited,VIPIND.NS
Vipul Limited,VIPULLTD.NS
Visaka Industries Limited,VISAKAIND.NS
Visa Steel Limited,VISASTEEL.NS
Visesh Infotecnics Limited,VISESHINFO.NS
Vishal Fabrics Limited,VISHAL.NS
Vishnu Chemicals Limited,VISHNU.NS
Vishwaraj Sugar Industries Limited,VISHWARAJ.NS
Visagar Polytex Limited,VIVIDHA.NS
Vivimed Labs Limited,VIVIMEDLAB.NS
VLS Finance Limited,VLSFINANCE.NS
V-Mart Retail Limited,VMART.NS
Voltamp Transformers Limited,VOLTAMP.NS
Voltas Limited,VOLTAS.NS
VRL Logistics Limited,VRLLOG.NS
Vardhman Special Steels Limited,VSSL.NS
VST Industries Limited,VSTIND.NS
V.S.T Tillers Tractors Limited,VSTTILLERS.NS
Vardhman Textiles Limited,VTL.NS
VA Tech Wabag Limited,WABAG.NS
WABCO India Limited,WABCOINDIA.NS
Walchandnagar Industries Limited,WALCHANNAG.NS
Wanbury Limited,WANBURY.NS
Waterbase Limited,WATERBASE.NS
Websol Energy System Limited,WEBELSOLAR.NS
Weizmann Forex Limited,WEIZFOREX.NS
Weizmann Limited,WEIZMANIND.NS
Welspun Corp Limited,WELCORP.NS
Welspun Enterprises Limited,WELENT.NS
Welspun Investments and Commercials Limited,WELINV.NS
Welspun India Limited,WELSPUNIND.NS
Wendt (India) Limited,WENDT.NS
Westlife Development Ltd,WESTLIFE.NS
Wheels India Limited,WHEELS.NS
Whirlpool of India Limited,WHIRLPOOL.NS
Williamson Magor & Company Limited,WILLAMAGOR.NS
Windsor Machines Limited,WINDMACHIN.NS
Winsome Yarns Limited,WINSOME.NS
The Western India Plywoods Limited,WIPL.NS
Wipro Limited,WIPRO.NS
Wockhardt Limited,WOCKPHARMA.NS
Wonderla Holidays Limited,WONDERLA.NS
W S Industries (I) Limited,WSI.NS
West Coast Paper Mills Limited,WSTCSTPAPR.NS
Xchanging Solutions Limited,XCHANGING.NS
Xelpmoc Design And Tech Limited,XELPMOC.NS
XL Energy Limited,XLENERGY.NS
Xpro India Limited,XPROINDIA.NS
Yes Bank Limited,YESBANK.NS
Zee Entertainment Enterprises Limited,ZEEL.NS
Zee Learn Limited,ZEELEARN.NS
Zee Media Corporation Limited,ZEEMEDIA.NS
Zenith Birla (India) Limited,ZENITHBIR.NS
Zenith Exports Limited,ZENITHEXPO.NS
Zensar Technologies Limited,ZENSARTECH.NS
Zen Technologies Limited,ZENTEC.NS
Zicom Electronic Security Systems Limited,ZICOM.NS
Zodiac Clothing Company Limited,ZODIACLOTH.NS
Zodiac JRD- MKJ Limited,ZODJRDMKJ.NS
Zota Health Care LImited,ZOTA.NS
Zuari Agro Chemicals Limited,ZUARI.NS
Zuari Global Limited,ZUARIGLOB.NS
Zydus Wellness Limited,ZYDUSWELL.NS
